Taxon	feature	n	n_NA	n_neg	n_pos	imp_sum	imp_mean	imp_rank_sum	imp_rank_mean	imp_rank_min
"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG"	K07712	9	0	3	5	-2.10305265696098e-05	-2.33672517440109e-06	13782	1531.33333333333	476
"glnR; MerR family transcriptional regulator, glutamine synthetase repressor"	K03713	9	0	3	5	4.83615041636672e-05	5.37350046262969e-06	13005.5	1445.05555555556	429
"GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]"	K01759	9	0	3	6	0.00064403303288365	7.15592258759611e-05	11151.5	1239.05555555556	12
"gloB, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]"	K01069	9	9	0	0	0	NA	0	NA	Inf
"glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"	K00111	9	0	1	2	3.74031973617505e-05	4.15591081797228e-06	13436.5	1492.94444444444	836
"glpK, GK; glycerol kinase [EC:2.7.1.30]"	K00864	9	0	1	7	0.000213743871691807	2.37493190768674e-05	9093.5	1010.38888888889	241
"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"	K02444	9	8	0	0	0	0	1747	1747	1747
"glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter"	K02445	9	0	4	5	8.93421774291093e-05	9.92690860323437e-06	13180	1464.44444444444	250
"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	K02446	9	0	4	4	0.00026174334312024	2.90825936800267e-05	12989	1443.22222222222	65
"glsA, GLS; glutaminase [EC:3.5.1.2]"	K01425	9	0	5	2	-5.37217448475055e-05	-5.96908276083394e-06	16340	1815.55555555556	727
"gltP, gltT; proton glutamate symport protein"	K11102	9	0	3	6	0.000531175060401007	5.90194511556675e-05	10146	1127.33333333333	27
"gltS; glutamate:Na+ symporter, ESS family"	K03312	9	8	0	0	0	0	1747	1747	1747
"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]"	K00261	9	0	3	5	1.1366206704321e-05	1.26291185603567e-06	13109	1456.55555555556	563
"glvR; RpiR family transcriptional regulator, glv operon transcriptional regulator"	K03481	9	0	7	2	-0.000126490076828051	-1.40544529808946e-05	18186.5	2020.72222222222	654
"glxK, garK; glycerate 2-kinase [EC:2.7.1.165]"	K00865	9	8	0	0	0	0	1747	1747	1747
"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"	K00600	9	0	2	4	3.93872222092786e-05	4.37635802325317e-06	13249.5	1472.16666666667	736
"gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]"	K01711	9	0	2	3	0.00010433013312532	1.15922370139245e-05	12880	1431.11111111111	236
"gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]"	K03271	9	0	4	5	0.000281096704618977	3.12329671798863e-05	12644	1404.88888888889	111
"gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"	K03273	9	1	0	0	0	0	12922	1615.25	1435.5
"gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]"	K03272	9	0	5	4	5.49965394850144e-05	6.11072660944605e-06	14242	1582.44444444444	238
"gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"	K03274	9	0	2	7	0.000425258076498326	4.72508973887029e-05	7865.5	873.944444444444	123
"gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"	K01218	9	0	2	7	0.000303140066614007	3.36822296237785e-05	8617	957.444444444444	247
"GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"	K01810	9	0	2	3	9.52734633562691e-06	1.05859403729188e-06	14127.5	1569.72222222222	1031
"gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"	K15633	9	0	4	4	3.21580255516285e-05	3.57311395018094e-06	14258.5	1584.27777777778	260
"groEL, HSPD1; chaperonin GroEL"	K04077	9	0	3	6	0.000192075362653515	2.13417069615017e-05	11216	1246.22222222222	189
"groES, HSPE1; chaperonin GroES"	K04078	9	0	3	6	0.000963559200909059	0.00010706213343434	9160	1017.77777777778	28
"grxD, GLRX5; monothiol glutaredoxin"	K07390	9	0	4	3	-2.89079891880103e-05	-3.21199879866781e-06	15175.5	1686.16666666667	216
"gshA, ybdK; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]"	K06048	9	0	2	5	0.000598545906543901	6.65051007271001e-05	11598.5	1288.72222222222	19
"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"	K00383	9	0	0	0	0	0	14503.5	1611.5	1435.5
"guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"	K01951	9	0	4	3	-4.57810125007718e-06	-5.08677916675242e-07	14828.5	1647.61111111111	572
"gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]"	K00260	9	8	0	0	0	0	1747	1747	1747
"gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]"	K00015	9	0	6	3	-0.000158393741832565	-1.75993046480628e-05	17553	1950.33333333333	248
"HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]"	K01892	9	1	0	1	1.14285714285714e-05	1.42857142857143e-06	12500.5	1562.5625	1085.5
"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter"	K05820	9	0	6	3	0.000265625043332398	2.95138937035997e-05	15352.5	1705.83333333333	55
"hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]"	K01698	9	0	5	4	0.000143705123746956	1.5967235971884e-05	14692	1632.44444444444	100
"hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]"	K01749	9	0	4	5	0.000190756383230098	2.11951536922331e-05	12138.5	1348.72222222222	103
"hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]"	K01719	9	0	0	0	0	0	14503.5	1611.5	1435.5
"hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]"	K01599	9	0	1	3	3.93033786137234e-05	4.36704206819148e-06	13116.5	1457.38888888889	758.5
"hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]"	K01772	9	0	0	0	0	0	14503.5	1611.5	1435.5
"hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]"	K02493	9	6	0	1	1.17647058823529e-05	3.92156862745098e-06	4332	1444	939
"hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"	K01845	9	0	7	1	-0.00016023755029776	-1.78041722553066e-05	18281.5	2031.27777777778	403
"hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]"	K02495	9	0	4	3	-5.1429682675312e-05	-5.71440918614578e-06	15647	1738.55555555556	944
"hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator"	K19337	9	0	2	7	0.000551224994778015	6.12472216420016e-05	8090	898.888888888889	51
"hhoB, degS; serine protease DegS [EC:3.4.21.-]"	K04691	9	0	7	2	-0.000185395253847001	-2.05994726496668e-05	19050	2116.66666666667	868
"HINT1, hinT, hit; histidine triad (HIT) family protein"	K02503	9	0	1	7	0.000949743104023798	0.0001055270115582	9121	1013.44444444444	14
"hlpA, ompH; outer membrane protein"	K06142	9	0	4	4	6.52940138878719e-05	7.25489043198577e-06	14830	1647.77777777778	156
"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"	K11004	9	0	2	7	0.000675962233425815	7.51069148250905e-05	6677	741.888888888889	82
"hlyD, cyaD; hemolysin D"	K11003	9	0	4	5	0.000239450759743115	2.66056399714573e-05	12265	1362.77777777778	49
"hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]"	K05916	9	0	5	4	0.000336603477963871	3.74003864404301e-05	13856.5	1539.61111111111	31
"hofD, hopD; leader peptidase HopD [EC:3.4.23.43]"	K02506	9	0	5	4	0.000119958867057046	1.33287630063384e-05	14945	1660.55555555556	92
"hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]"	K05921	9	0	5	4	-1.08971222717898e-05	-1.2107913635322e-06	14510	1612.22222222222	275
"hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]"	K02510	9	0	2	7	0.00027637488391219	3.07083204346878e-05	8479.5	942.166666666667	286
"hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]"	K06023	9	0	1	8	0.000261146703941093	2.90163004378992e-05	7867	874.111111111111	415
"hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"	K00760	9	0	3	3	3.31185031185031e-05	3.67983367983367e-06	13913	1545.88888888889	592.5
"hscB, HSCB, HSC20; molecular chaperone HscB"	K04082	9	0	2	6	0.000327707560477708	3.64119511641898e-05	9414	1046	181
"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]"	K01153	9	0	0	0	0	0	14503.5	1611.5	1435.5
"hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]"	K01154	9	1	0	0	0	0	12985	1623.125	1435.5
"hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]"	K01419	9	0	4	5	-2.87364845096654e-05	-3.19294272329615e-06	14643	1627	163
"HSP90A, htpG; molecular chaperone HtpG"	K04079	9	5	1	1	-2.19061166429587e-05	-5.47652916073967e-06	7127.5	1781.875	1161.5
"hspR; MerR family transcriptional regulator, heat shock protein HspR"	K13640	9	0	1	6	0.000208662686532392	2.31847429480435e-05	10966.5	1218.5	52
"hugZ, hutZ; heme iron utilization protein"	K07226	9	0	2	7	0.000147418269120285	1.63798076800317e-05	11587	1287.44444444444	103
"hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]"	K01745	9	0	4	3	-4.89157217238031e-05	-5.43508019153367e-06	15312.5	1701.38888888889	635
"hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]"	K01468	9	0	3	3	3.10712096187729e-05	3.4523566243081e-06	13950	1550	623
"hutU, UROC1; urocanate hydratase [EC:4.2.1.49]"	K01712	9	0	4	5	0.000113854685495121	1.2650520610569e-05	12488	1387.55555555556	166
"hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]"	K06282	9	0	5	4	-0.000118925361413462	-1.32139290459402e-05	16321	1813.44444444444	252
"hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]"	K06281	9	0	4	5	0.000124522120791961	1.38357911991068e-05	12335.5	1370.61111111111	235
"hyaD, hybD; hydrogenase maturation protease [EC:3.4.23.-]"	K03605	9	0	4	5	2.02856459147013e-05	2.25396065718903e-06	13614.5	1512.72222222222	471
"hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]"	K01816	9	0	3	6	7.71634879004555e-05	8.57372087782839e-06	12630.5	1403.38888888889	264
"hypA, hybF; hydrogenase nickel incorporation protein HypA/HybF"	K04651	9	0	4	5	0.000276979869677326	3.07755410752584e-05	12108	1345.33333333333	27
"iciA; LysR family transcriptional regulator, chromosome initiation inhibitor"	K05596	9	0	6	3	5.26656319913073e-06	5.85173688792303e-07	16745	1860.55555555556	97
"iclR; IclR family transcriptional regulator, acetate operon repressor"	K13641	9	0	4	4	0.000247144196878143	2.74604663197937e-05	11799	1311	117
"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"	K00031	9	0	4	5	-6.85496649195391e-05	-7.61662943550435e-06	14039.5	1559.94444444444	240
"idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]"	K01823	9	0	2	0	-2.01859804995304e-05	-2.24288672217004e-06	15488.5	1720.94444444444	1435.5
"idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"	K13787	9	0	4	5	0.000688211803490298	7.64679781655887e-05	12264.5	1362.72222222222	14
"ihfA, himA; integration host factor subunit alpha"	K04764	9	0	4	5	8.92793898395228e-05	9.91993220439142e-06	12763	1418.11111111111	141
"ihfB, himD; integration host factor subunit beta"	K05788	9	0	5	4	0.00020343424860449	2.26038054004988e-05	14031	1559	60
"ihk; two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]"	K18986	9	0	7	1	-0.000195355839109443	-2.17062043454937e-05	19252	2139.11111111111	534.5
"ilvY; LysR family transcriptional regulator, positive regulator for ilvC"	K02521	9	0	4	5	9.63615799925379e-07	1.07068422213931e-07	13963.5	1551.5	318
"IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]"	K01182	9	0	1	8	0.000188417539278598	2.09352821420665e-05	9529.5	1058.83333333333	154
"IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]"	K00088	9	0	2	3	-5.43885092839796e-05	-6.04316769821996e-06	14784.5	1642.72222222222	777.5
"impJ, vasE; type VI secretion system protein ImpJ"	K11893	9	0	3	5	-1.97752511594955e-06	-2.19725012883284e-07	13361.5	1484.61111111111	783
"impK, ompA, vasF, dotU; type VI secretion system protein ImpK"	K11892	9	0	4	5	2.85055447205417e-05	3.16728274672685e-06	13487.5	1498.61111111111	404
"infC, MTIF3; translation initiation factor IF-3"	K02520	9	0	2	5	0.000128154605441839	1.42394006046488e-05	11412	1268	297
"INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]"	K01858	9	0	2	7	0.000622450448823674	6.91611609804082e-05	9093.5	1010.38888888889	14
"INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]"	K01193	9	0	5	4	2.03236818255008e-05	2.25818686950009e-06	14483	1609.22222222222	428
"iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]"	K03336	9	0	4	5	0.000113562722745514	1.26180803050571e-05	13167	1463	205
"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"	K00179	9	0	3	4	5.45384353423621e-05	6.05982614915135e-06	13266	1474	551
"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"	K00180	9	0	1	7	0.000164865684305423	1.83184093672692e-05	10049.5	1116.61111111111	255
"irr; two-component system, OmpR family, response regulator Irr"	K18987	9	0	3	4	0.000127844916316182	1.4204990701798e-05	13856.5	1539.61111111111	115
"IS15, IS26; transposase, IS6 family"	K18320	9	0	3	4	9.54160259646305e-05	1.06017806627367e-05	12065.5	1340.61111111111	521.5
"iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"	K13643	9	0	3	6	0.000159592473226265	1.77324970251406e-05	11332	1259.11111111111	226
"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"	K04487	9	0	4	5	0.000182878563393483	2.03198403770537e-05	11924	1324.88888888889	251
"iscU, nifU; nitrogen fixation protein NifU and related proteins"	K04488	9	0	4	4	-6.45185283279757e-05	-7.16872536977507e-06	15241	1693.44444444444	825
"ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"	K12506	9	0	6	3	0.000170892081711373	1.89880090790415e-05	13320	1480	159
"ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]"	K01770	9	0	2	6	0.000174049070271844	1.93387855857604e-05	10191.5	1132.38888888889	427
"ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]"	K03527	9	0	3	3	1.00848056111215e-05	1.12053395679128e-06	14262.5	1584.72222222222	710
"K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit"	K00184	9	0	2	7	0.000582437107597387	6.47152341774874e-05	7213	801.444444444444	56
"K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit"	K00185	9	0	4	5	0.000399343957202363	4.43715508002626e-05	13392	1488	12
"K02477; two-component system, LytTR family, response regulator"	K02477	9	0	3	6	0.000291425747565776	3.23806386184195e-05	10833.5	1203.72222222222	77
"K02481; two-component system, NtrC family, response regulator"	K02481	9	0	5	4	1.20438680128138e-07	1.33820755697931e-08	14809	1645.44444444444	124
"K02482; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"	K02482	9	0	3	6	0.00049724296917927	5.52492187976966e-05	10115	1123.88888888889	60
"K02483; two-component system, OmpR family, response regulator"	K02483	9	0	4	5	0.000156186107851395	1.73540119834883e-05	11510	1278.88888888889	285
"K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"	K02484	9	0	1	6	8.16416817707226e-05	9.07129797452473e-06	11352.5	1261.38888888889	697
"K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]"	K06897	9	0	3	6	0.000396127558273324	4.40141731414804e-05	9147	1016.33333333333	155
"K07270; glycosyl transferase, family 25"	K07270	9	0	0	2	1.84540623077925e-05	2.05045136753249e-06	13512.5	1501.38888888889	1111
"K07481; transposase, IS5 family"	K07481	9	0	3	5	0.000344023393530092	3.82248215033435e-05	11709	1301	42
"K07482; transposase, IS30 family"	K07482	9	0	3	6	0.000206618749866584	2.29576388740648e-05	11892	1321.33333333333	90
"K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]"	K08884	9	0	3	5	0.00014215466944431	1.579496327159e-05	11672	1296.88888888889	261
"K10120, msmE; fructooligosaccharide transport system substrate-binding protein"	K10120	9	0	6	3	-0.000651364467750041	-7.23738297500046e-05	19488	2165.33333333333	349
"K12055, parA; chromosome partitioning related protein ParA"	K12055	9	0	5	4	-0.000156452263494759	-1.73835848327511e-05	16302.5	1811.38888888889	462
"K13671; alpha-1,2-mannosyltransferase [EC:2.4.1.-]"	K13671	9	0	3	6	0.000622744068350277	6.9193785372253e-05	9182	1020.22222222222	52
"K16149; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"	K16149	9	0	7	2	-0.000176805598206756	-1.96450664674173e-05	19034.5	2114.94444444444	473
"K17076, lysY; putative lysine transport system ATP-binding protein [EC:3.6.3.-]"	K17076	9	0	1	0	-9.75609756097562e-06	-1.0840108401084e-06	15047	1671.88888888889	1435.5
"K17318, lplA; putative aldouronate transport system substrate-binding protein"	K17318	9	0	4	4	-3.75981034798509e-05	-4.17756705331677e-06	13798	1533.11111111111	192
"K18133, porB; major outer membrane protein P.IB"	K18133	9	0	7	2	-0.000161159424256422	-1.7906602695158e-05	18095	2010.55555555556	790
"KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]"	K01409	9	0	1	8	0.000544166698230736	6.04629664700818e-05	6054	672.666666666667	96
"kamA; lysine 2,3-aminomutase [EC:5.4.3.2]"	K01843	9	0	7	2	-7.24554176473353e-05	-8.05060196081503e-06	19056	2117.33333333333	31
"kamD; beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]"	K01844	9	0	3	6	0.000271975715075316	3.02195238972573e-05	10278	1142	127
"kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]"	K18011	9	0	7	2	-0.000473477627198912	-5.26086252443235e-05	20533	2281.44444444444	847
"KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]"	K04567	9	0	2	0	-1.50407071504893e-05	-1.6711896833877e-06	15395.5	1710.61111111111	1435.5
"katE, CAT, catB, srpA; catalase [EC:1.11.1.6]"	K03781	9	0	2	6	3.68350977113302e-05	4.09278863459224e-06	12333.5	1370.38888888889	588
"kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"	K00639	9	0	2	6	0.00052908290207144	5.87869891190488e-05	8309	923.222222222222	81
"kch, trkA, mthK, pch; voltage-gated potassium channel"	K10716	9	0	1	5	0.000171497335742727	1.90552595269697e-05	10652.5	1183.61111111111	302
"kdd; L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]"	K18012	9	0	5	4	-0.000139941142736053	-1.55490158595614e-05	15069	1674.33333333333	466
"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"	K06041	9	0	3	6	0.000482324032166524	5.35915591296138e-05	10062	1118	60
"kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"	K02527	9	3	0	0	0	0	9874	1645.66666666667	1435.5
"KIDINS220, ARMS; ankyrin repeat-rich membrane spanning protein"	K12460	9	0	3	2	3.67574325130978e-05	4.08415916812198e-06	14238	1582	493
"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"	K00174	9	0	3	5	-2.69953286593e-07	-2.99948096214444e-08	13458	1495.33333333333	441
"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"	K00175	9	0	2	7	0.00138414245261628	0.000153793605846253	8606	956.222222222222	23
"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"	K00177	9	0	1	8	0.000646778592408956	7.18642880454396e-05	6222	691.333333333333	85
"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	K00176	9	0	2	7	6.99430088559137e-05	7.77144542843486e-06	11431.5	1270.16666666667	841.5
"kpsC, lipA; capsular polysaccharide export protein"	K07266	9	0	4	5	0.000136884802089129	1.52094224543477e-05	13526	1502.88888888889	76
"kpsS, lipB; capsular polysaccharide export protein"	K07265	9	0	6	2	-0.000148023062024044	-1.64470068915604e-05	17893	1988.11111111111	308
"lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]"	K01635	9	0	4	4	0.000121271405561139	1.34746006179043e-05	13059	1451	252
"lacI, galR; LacI family transcriptional regulator"	K02529	9	0	3	6	0.000247478356840792	2.74975952045325e-05	10804	1200.44444444444	184
"lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor"	K02530	9	0	6	3	2.70347125827972e-05	3.00385695364413e-06	15152.5	1683.61111111111	317
"lacS, galP, rafP; lactose/raffinose/galactose permease"	K16209	9	0	1	5	0.000127108574626934	1.41231749585482e-05	11274	1252.66666666667	339
"lacY; MFS transporter, OHS family, lactose permease"	K02532	9	0	4	4	0.00010687594574988	1.187510508332e-05	13107	1456.33333333333	335
"lapC; membrane fusion protein, adhesin transport system"	K12542	9	0	2	5	0.000105876729442426	1.17640810491585e-05	11685.5	1298.38888888889	443
"larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]"	K06898	9	0	4	5	0.000109034104012662	1.21149004458513e-05	12545	1393.88888888889	322
"larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]"	K09121	9	0	4	5	0.000156405347422383	1.73783719358204e-05	12668	1407.55555555556	198
"larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase"	K06864	9	0	2	7	0.000467525754555058	5.19473060616731e-05	7674	852.666666666667	137
"LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]"	K00016	9	0	0	0	0	0	14503.5	1611.5	1435.5
"legF, ptmB; CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]"	K18431	9	0	1	8	0.000499249102914865	5.54721225460962e-05	6854	761.555555555556	59
"legG, neuC2; GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]"	K18429	9	0	4	5	8.88816161769671e-05	9.87573513077413e-06	12965	1440.55555555556	215
"legI, neuB2; N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]"	K18430	9	0	5	4	-0.000101492924580753	-1.12769916200837e-05	16034	1781.55555555556	196
"leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]"	K01649	9	0	4	0	-4.5283373518965e-05	-5.03148594655167e-06	16660.5	1851.16666666667	1435.5
"leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]"	K00052	9	0	1	2	1.66233766233766e-05	1.84704184704184e-06	13816.5	1535.16666666667	885
"leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]"	K01703	9	0	2	1	-2.68107430898129e-05	-2.97897145442366e-06	15302	1700.22222222222	1046
"leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"	K01704	9	0	0	1	2.5e-05	2.77777777777778e-06	13685.5	1520.61111111111	929
"lgt, umpA; phosphatidylglycerol:prolipoprotein diacylglycerol transferase [EC:2.-.-.-]"	K13292	9	0	2	4	8.35852641235745e-05	9.28725156928606e-06	12804.5	1422.72222222222	389
"liaR; two-component system, NarL family, response regulator LiaR"	K11618	9	0	3	5	4.08468121505124e-05	4.53853468339027e-06	13342.5	1482.5	350
"liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]"	K11617	9	0	2	1	4.39980870396938e-07	4.88867633774375e-08	14738.5	1637.61111111111	823
"licT, bglG; beta-glucoside operon transcriptional antiterminator"	K03488	9	0	2	5	0.00107032761423178	0.000118925290470198	11304.5	1256.05555555556	7
"lmrP; MFS transporter, DHA1 family, multidrug resistance protein B"	K08152	9	4	0	0	0	0	8223	1644.6	1435.5
"lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E"	K19545	9	0	5	4	-9.11161520871702e-05	-1.01240168985745e-05	15859	1762.11111111111	448
"lplA, lplJ; lipoate---protein ligase [EC:6.3.1.20]"	K03800	9	0	1	5	0.000149736885966875	1.66374317740972e-05	10982	1220.22222222222	262
"lptD, imp, ostA; LPS-assembly protein"	K04744	9	0	2	5	0.000533843198479455	5.93159109421617e-05	11599	1288.77777777778	13
"lptE, rlpB; LPS-assembly lipoprotein"	K03643	9	0	1	1	2.57648953301133e-06	2.86276614779036e-07	14237.5	1581.94444444444	925.5
"lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"	K03269	9	1	1	0	-1.29032258064516e-05	-1.61290322580645e-06	13528	1691	1435.5
"lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]"	K02517	9	0	1	2	5.77777777777775e-06	6.41975308641972e-07	14099.5	1566.61111111111	908.5
"lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]"	K02560	9	0	6	2	-9.07427966252924e-05	-1.00825329583658e-05	16656.5	1850.72222222222	474
"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"	K03719	9	0	4	2	4.04190009437386e-05	4.49100010485985e-06	14365.5	1596.16666666667	517
"lst; beta-galactosamide-alpha-2,3-sialyltransferase [EC:2.4.99.-]"	K00785	9	0	2	7	0.00127013436891463	0.000141126040990514	7372	819.111111111111	16
"LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"	K00290	9	0	1	7	0.000412170295365393	4.57966994850437e-05	9355	1039.44444444444	37
"LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]"	K06133	9	1	0	0	0	0	12922	1615.25	1435.5
"lysE, argO; L-lysine exporter family protein LysE/ArgO"	K06895	9	0	5	4	-3.4995222477907e-05	-3.88835805310078e-06	15462.5	1718.05555555556	266
"lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.-]"	K05830	9	0	6	3	-0.000302698574948245	-3.36331749942494e-05	17896	1988.44444444444	96
