Taxon	feature	n	n_NA	n_neg	n_pos	imp_sum	imp_mean	imp_rank_sum	imp_rank_mean	imp_rank_min
"PTS-Gat-EIIA, gatA, sgcA; PTS system, galactitol-specific IIA component [EC:2.7.1.200]"	K02773	9	0	3	2	2.99751317793915e-05	3.33057019771016e-06	14486.5	1609.61111111111	149
"PTS-Gat-EIIB, gatB, sgcB; PTS system, galactitol-specific IIB component [EC:2.7.1.200]"	K02774	9	0	1	4	0.000135973589628762	1.5108176625418e-05	10884	1209.33333333333	191
"PTS-Gat-EIIC, gatC, sgcC; PTS system, galactitol-specific IIC component"	K02775	9	0	2	7	0.000717532064585294	7.97257849539216e-05	7430	825.555555555556	41
"PTS-Gfr-EIIA, gfrA; PTS system, fructoselysine/glucoselysine-specific IIA component [EC:2.7.1.-]"	K19506	9	0	5	3	-0.000195658351056989	-2.17398167841099e-05	16670.5	1852.27777777778	431
"PTS-Gfr-EIIB, gfrB; PTS system, fructoselysine/glucoselysine-specific IIB component [EC:2.7.1.-]"	K19507	9	0	7	1	-0.000195382151570292	-2.17091279522546e-05	18972	2108	1026
"PTS-Gfr-EIIC, gfrC; PTS system, fructoselysine/glucoselysine-specific IIC component"	K19508	9	0	3	5	-7.50759455241665e-05	-8.34177172490739e-06	13410.5	1490.05555555556	272
"PTS-Glc-EIIA, crr; PTS system, sugar-specific IIA component [EC:2.7.1.-]"	K02777	9	0	1	6	0.000327725632333191	3.64139591481323e-05	8088	898.666666666667	117
"PTS-Glc-EIIC, ptsG; PTS system, glucose-specific IIC component"	K02779	9	0	3	4	-1.49959003586594e-05	-1.66621115096215e-06	13443.5	1493.72222222222	499
"PTS-Glv-EIIC, glvC, malP, aglA; PTS system, alpha-glucoside-specific IIC component"	K02750	9	0	5	2	4.85108246199924e-05	5.3900916244436e-06	17021	1891.22222222222	23
"PTS-Gut-EIIA, srlB; PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.198]"	K02781	9	0	4	5	0.000162020958725905	1.80023287473228e-05	11826	1314	119
"PTS-Gut-EIIC, srlA; PTS system, glucitol/sorbitol-specific IIC component"	K02783	9	0	6	2	-3.33969563371992e-05	-3.71077292635547e-06	15863.5	1762.61111111111	362
"PTS-HPR.FRUB, fruB, fpr; phosphocarrier protein FPr"	K11183	9	3	0	0	0	0	9376.5	1562.75	1421.5
"PTS-HPR.PTSH, ptsH; phosphocarrier protein HPr"	K02784	9	0	6	1	-9.53640523542016e-05	-1.05960058171335e-05	17214	1912.66666666667	816
"PTS-Lac-EIIA, lacF; PTS system, lactose-specific IIA component [EC:2.7.1.207]"	K02786	9	0	1	3	4.16224321487479e-05	4.62471468319422e-06	12337.5	1370.83333333333	618
"PTS-Lac-EIIC, lacE; PTS system, lactose-specific IIC component"	K02788	9	0	4	2	-2.32894404446129e-05	-2.58771560495698e-06	15024	1669.33333333333	606.5
"PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]"	K02793	9	0	4	5	0.000113553701707695	1.26170779675217e-05	12787	1420.77777777778	111
"PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component [EC:2.7.1.191]"	K02794	9	0	3	5	6.87160227450092e-05	7.63511363833436e-06	12425.5	1380.61111111111	284
"PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component"	K02795	9	0	4	3	3.84665164928322e-05	4.27405738809247e-06	13401.5	1489.05555555556	336
"PTS-Man-EIID, manZ; PTS system, mannose-specific IID component"	K02796	9	0	3	5	0.000127587194635775	1.41763549595306e-05	11434.5	1270.5	227
"PTS-Mtl-EIIC, mtlA, cmtA; PTS system, mannitol-specific IIC component"	K02800	9	0	1	6	0.000355338580945008	3.94820645494453e-05	8448.5	938.722222222222	169
"PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]"	K02803	9	7	0	0	0	0	2998.5	1499.25	1441
"PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC component"	K02804	9	0	4	5	0.000778427397334223	8.64919330371358e-05	11492	1276.88888888889	14
"PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]"	K02806	9	5	0	0	0	0	6199	1549.75	1441
"PTS-Scr-EIIC, scrA, sacP, sacX, ptsS; PTS system, sucrose-specific IIC component"	K02810	9	0	1	0	-5.48828593222186e-05	-6.09809548024651e-06	15068	1674.22222222222	1413.5
"PTS-Tre-EIIC, treB; PTS system, trehalose-specific IIC component"	K02819	9	0	3	3	5.60864014499699e-05	6.23182238332999e-06	13590.5	1510.05555555556	240
"PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]"	K02821	9	5	0	0	0	0	6271.5	1567.875	1421.5
"PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]"	K02822	9	0	0	4	0.000169248436158925	1.88053817954361e-05	10137	1126.33333333333	49
"PTS-Ula-EIIC, ulaA, sgaT; PTS system, ascorbate-specific IIC component"	K03475	9	1	0	0	0	0	12490	1561.25	1413.5
"punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]"	K03783	9	0	2	1	-2.81429681429681e-05	-3.12699646032979e-06	14810.5	1645.61111111111	993
"purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]"	K01939	9	7	0	0	0	0	2971	1485.5	1441
"purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]"	K01756	9	4	1	1	-2.33540372670808e-05	-4.67080745341615e-06	8308.5	1661.7	1187.5
"purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]"	K00764	9	0	3	3	3.85594884188669e-05	4.28438760209633e-06	13672.5	1519.16666666667	270
"purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]"	K01952	9	0	3	5	4.02124081058163e-05	4.4680453450907e-06	13171.5	1463.5	763
"purR; LacI family transcriptional regulator, purine nucleotide synthesis repressor"	K03604	9	0	6	3	-0.000140111610724697	-1.55679567471885e-05	17050	1894.44444444444	337
"putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"	K13821	9	0	5	3	0.000113921237948197	1.26579153275774e-05	14672.5	1630.27777777778	107
"puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]"	K09471	9	8	0	0	0	0	1636.5	1636.5	1636.5
"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]"	K00688	9	0	3	5	0.000238995762013695	2.65550846681883e-05	11813	1312.55555555556	104
"pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"	K00609	9	0	1	4	3.88385703100119e-05	4.31539670111243e-06	12466.5	1385.16666666667	552
"pyrG, CTPS; CTP synthase [EC:6.3.4.2]"	K01937	9	9	0	0	0	NA	0	NA	Inf
"pyrP, uraA; uracil permease"	K02824	9	0	1	2	3.71471407153566e-05	4.12746007948407e-06	12923	1435.88888888889	569.5
"QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]"	K01886	9	0	2	7	0.000301729214822043	3.35254683135603e-05	8372	930.222222222222	99
"qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]"	K00344	9	0	1	5	0.00022651812779723	2.51686808663589e-05	9935.5	1103.94444444444	143
"qseB; two-component system, OmpR family, response regulator QseB"	K07666	9	0	3	5	0.000144676285921571	1.60751428801745e-05	11321.5	1257.94444444444	124
"qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]"	K07645	9	0	2	7	9.90762097648283e-05	1.10084677516476e-05	8985	998.333333333333	132
"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"	K01737	9	0	5	3	-1.86828701241722e-05	-2.07587445824135e-06	14958.5	1662.05555555556	112
"RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]"	K01887	9	0	3	3	-4.36080827385172e-06	-4.84534252650191e-07	13713.5	1523.72222222222	430
"rbsK, RBKS; ribokinase [EC:2.7.1.15]"	K00852	9	8	0	0	0	0	1530	1530	1530
"regX3; two-component system, OmpR family, response regulator RegX3"	K07776	9	0	3	3	2.11899271036301e-05	2.35443634484778e-06	13334.5	1481.61111111111	292
"relE, stbE; mRNA interferase RelE/StbE"	K06218	9	0	6	2	-0.000263790537567951	-2.93100597297723e-05	19033.5	2114.83333333333	609
"resB, ccs1; cytochrome c biogenesis protein"	K07399	9	7	0	0	0	0	3211	1605.5	1530
"RETSAT; all-trans-retinol 13,14-reductase [EC:1.3.99.23]"	K09516	9	0	3	6	0.000288872110685568	3.20969011872853e-05	10080.5	1120.05555555556	127
"rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"	K01790	9	0	3	6	0.000104950807211692	1.16612008012992e-05	11215.5	1246.16666666667	277
"rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"	K00067	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
"rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]"	K01709	9	0	3	5	0.000466909382231275	5.18788202479194e-05	12139.5	1348.83333333333	17
"ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]"	K01497	9	9	0	0	0	NA	0	NA	Inf
"ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]"	K02858	9	0	5	2	-0.000118455660881499	-1.31617400979444e-05	16473.5	1830.38888888889	562
"ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"	K14652	9	0	5	4	-4.4641246918526e-05	-4.96013854650289e-06	14844.5	1649.38888888889	162
"ribE, RIB5; riboflavin synthase [EC:2.5.1.9]"	K00793	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
"ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"	K00794	9	0	2	3	8.42666283627381e-05	9.36295870697089e-06	11952.5	1328.05555555556	209
"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	K09022	9	0	3	5	9.63274331885683e-05	1.07030481320631e-05	11340	1260	242
"rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]"	K02427	9	2	0	0	0	0	10879	1554.14285714286	1413.5
"rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]"	K12297	9	0	5	3	-2.72029211114055e-05	-3.02254679015617e-06	14684	1631.55555555556	367
"rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]"	K03685	9	0	6	0	-0.000146152651307824	-1.62391834786471e-05	18199.5	2022.16666666667	1530
"rng, cafA; ribonuclease G [EC:3.1.26.-]"	K08301	9	0	0	3	0.000122943722943723	1.36604136604137e-05	10609.5	1178.83333333333	198.5
"rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]"	K03469	9	0	7	1	-0.000602269485373232	-6.69188317081369e-05	19911	2212.33333333333	304.5
"rnr, vacB; ribonuclease R [EC:3.1.-.-]"	K12573	9	5	0	1	1.1385199240987e-06	2.84629981024676e-07	6026	1506.5	1347
"rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]"	K00819	9	0	6	1	-0.000199272784043756	-2.21414204493062e-05	18277.5	2030.83333333333	516
"rodA, mrdB; rod shape determining protein RodA"	K05837	9	0	4	4	0.000350610738544345	3.89567487271494e-05	12531.5	1392.38888888889	79
"RP-L1, MRPL1, rplA; large subunit ribosomal protein L1"	K02863	9	0	3	3	-1.20238600741447e-05	-1.33598445268274e-06	13761.5	1529.05555555556	250.5
"RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10"	K02864	9	0	2	4	3.51765509186799e-05	3.9085056576311e-06	12837	1426.33333333333	642
"RP-L11, MRPL11, rplK; large subunit ribosomal protein L11"	K02867	9	0	5	1	-6.02932384168082e-05	-6.69924871297869e-06	16728.5	1858.72222222222	133
"RP-L13, MRPL13, rplM; large subunit ribosomal protein L13"	K02871	9	3	0	0	0	0	9214.5	1535.75	1413.5
"RP-L14, MRPL14, rplN; large subunit ribosomal protein L14"	K02874	9	0	2	2	-5.01256629133877e-06	-5.56951810148752e-07	13955	1550.55555555556	538.5
"RP-L15, MRPL15, rplO; large subunit ribosomal protein L15"	K02876	9	0	1	6	0.000221786028432381	2.46428920480423e-05	9573	1063.66666666667	116
"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"	K02878	9	9	0	0	0	NA	0	NA	Inf
"RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17"	K02879	9	0	4	5	-5.91043102842202e-05	-6.56714558713557e-06	13311	1479	206
"RP-L18, MRPL18, rplR; large subunit ribosomal protein L18"	K02881	9	7	0	0	0	0	3238.5	1619.25	1557.5
"RP-L19, MRPL19, rplS; large subunit ribosomal protein L19"	K02884	9	2	0	1	1.08108108108108e-05	1.54440154440154e-06	10395.5	1485.07142857143	1223
"RP-L20, MRPL20, rplT; large subunit ribosomal protein L20"	K02887	9	5	0	0	0	0	6514	1628.5	1557.5
"RP-L21, MRPL21, rplU; large subunit ribosomal protein L21"	K02888	9	0	3	6	0.000160347955324176	1.78164394804639e-05	9667	1074.11111111111	292
"RP-L23, MRPL23, rplW; large subunit ribosomal protein L23"	K02892	9	6	0	0	0	0	4768.5	1589.5	1530
"RP-L25, rplY; large subunit ribosomal protein L25"	K02897	9	0	5	4	0.000267162151095185	2.96846834550206e-05	12966	1440.66666666667	41
"RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27"	K02899	9	0	3	4	7.89692312128797e-05	8.7743590236533e-06	12251.5	1361.27777777778	366.5
"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"	K02902	9	8	0	0	0	0	1636.5	1636.5	1636.5
"RP-L3, MRPL3, rplC; large subunit ribosomal protein L3"	K02906	9	8	0	0	0	0	1681	1681	1681
"RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30"	K02907	9	0	3	6	0.000391830914102157	4.3536768233573e-05	9149	1016.55555555556	39
"RP-L31, rpmE; large subunit ribosomal protein L31"	K02909	9	0	4	4	0.000160083890151929	1.77870989057699e-05	12933	1437	111
"RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32"	K02911	9	8	0	0	0	0	1681	1681	1681
"RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33"	K02913	9	0	2	7	0.00141478268441077	0.000157198076045641	6633	737	5
"RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35"	K02916	9	0	5	4	5.40757364292114e-06	6.00841515880127e-07	13861.5	1540.16666666667	272
"RP-L4, MRPL4, rplD; large subunit ribosomal protein L4"	K02926	9	4	0	0	0	0	7773.5	1554.7	1413.5
"RP-L5, MRPL5, rplE; large subunit ribosomal protein L5"	K02931	9	7	0	0	0	0	3320	1660	1639
"RP-L6, MRPL6, rplF; large subunit ribosomal protein L6"	K02933	9	8	0	0	0	0	1681	1681	1681
"RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12"	K02935	9	1	1	3	-2.1248774109186e-05	-2.65609676364825e-06	11674.5	1459.3125	327.5
"RP-L9, MRPL9, rplI; large subunit ribosomal protein L9"	K02939	9	9	0	0	0	NA	0	NA	Inf
"RP-S1, rpsA; small subunit ribosomal protein S1"	K02945	9	0	4	0	-8.70878670878672e-05	-9.67642967642968e-06	16713	1857	1441
"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10"	K02946	9	0	2	4	3.10865800865801e-05	3.45406445406446e-06	12686	1409.55555555556	539
"RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11"	K02948	9	0	1	2	6.25222409109876e-06	6.9469156567764e-07	13507.5	1500.83333333333	808.5
"RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12"	K02950	9	0	2	6	0.000541897469099469	6.0210829899941e-05	9464	1051.55555555556	16
"RP-S13, rpsM; small subunit ribosomal protein S13"	K02952	9	0	3	2	0.000253881979227831	2.82091088030924e-05	13050	1450	97
"RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14"	K02954	9	6	0	0	0	0	4758	1586	1530
"RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15"	K02956	9	0	3	1	-1.50079365079366e-05	-1.66754850088184e-06	14740	1637.77777777778	423
"RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16"	K02959	9	0	4	5	4.68716612952784e-05	5.20796236614205e-06	12609.5	1401.05555555556	111
"RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18"	K02963	9	0	2	3	4.26765323317047e-05	4.74183692574497e-06	12267.5	1363.05555555556	339
"RP-S19, rpsS; small subunit ribosomal protein S19"	K02965	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
"RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2"	K02967	9	2	0	1	3.52941176470589e-05	5.0420168067227e-06	9937	1419.57142857143	764.5
"RP-S20, rpsT; small subunit ribosomal protein S20"	K02968	9	0	3	5	0.000154842111972247	1.72046791080275e-05	12064.5	1340.5	128
"RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21"	K02970	9	0	0	2	4.42424242424243e-05	4.91582491582492e-06	12231	1359	618
"RP-S3, rpsC; small subunit ribosomal protein S3"	K02982	9	0	4	4	9.90734981563191e-05	1.10081664618132e-05	12691.5	1410.16666666667	133
"RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6"	K02990	9	0	5	3	9.27277270455691e-06	1.0303080782841e-06	13830.5	1536.72222222222	200.5
"RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7"	K02992	9	0	1	0	-1.14285714285714e-05	-1.26984126984127e-06	14399.5	1599.94444444444	1413.5
"RP-S8, rpsH; small subunit ribosomal protein S8"	K02994	9	8	0	0	0	0	1681	1681	1681
"RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9"	K02996	9	7	0	0	0	0	3238.5	1619.25	1557.5
"rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]"	K01783	9	0	0	2	4.96240601503759e-05	5.51378446115288e-06	12415	1379.44444444444	619.5
"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"	K03088	9	0	4	1	5.04063588119832e-05	5.6007065346648e-06	14929	1658.77777777778	66
"rraA, menG; regulator of ribonuclease activity A"	K02553	9	0	4	4	-1.22685703877993e-06	-1.36317448753326e-07	13418.5	1490.94444444444	731
"rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"	K06949	9	0	4	3	2.03421236153695e-06	2.26023595726328e-07	14248.5	1583.16666666667	326
"rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"	K03500	9	0	7	1	-0.000303126354288712	-3.36807060320791e-05	19790.5	2198.94444444444	410
"RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]"	K14415	9	0	3	6	0.000414496955999344	4.60552173332604e-05	9968	1107.55555555556	36
"saeR; two-component system, OmpR family, response regulator SaeR"	K10682	9	0	0	1	3.47826086956522e-05	3.86473429951691e-06	12769.5	1418.83333333333	449.5
"saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]"	K10681	9	0	6	2	7.79572322675485e-05	8.66191469639428e-06	15416	1712.88888888889	59
"salK; two-component system, NarL family, secretion system sensor histidine kinase SalK"	K14988	9	0	3	2	5.13468528959433e-05	5.70520587732704e-06	14215.5	1579.5	130
"salR; two-component system, NarL family, secretion system response regulator SalR"	K14989	9	0	3	6	0.000243364181109992	2.70404645677769e-05	10436.5	1159.61111111111	113
"SAM50, TOB55, bamA; outer membrane protein insertion porin family"	K07277	9	0	2	7	0.000232668253178609	2.58520281309566e-05	8293.5	921.5	178
"SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]"	K01875	9	0	3	3	6.11380075451266e-05	6.79311194945851e-06	13341	1482.33333333333	487
"sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]"	K00958	9	0	1	2	8.79217055860313e-05	9.76907839844793e-06	12594	1399.33333333333	146
"sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]"	K01141	9	0	4	5	2.49518423094707e-05	2.77242692327452e-06	12557	1395.22222222222	126
"sbcC, rad50; DNA repair protein SbcC/Rad50"	K03546	9	0	5	3	-0.00017400300197973	-1.93336668866367e-05	16406.5	1822.94444444444	379
"sbcD, mre11; DNA repair protein SbcD/Mre11"	K03547	9	0	4	4	8.4402588068929e-06	9.37806534099211e-07	14371	1596.77777777778	630
"sbmA, bacA; peptide/bleomycin uptake transporter"	K17938	9	0	2	5	0.000144771078433086	1.6085675381454e-05	10776	1197.33333333333	245
"scrR; LacI family transcriptional regulator, sucrose operon repressor"	K03484	9	0	3	4	0.000253181764051017	2.81313071167797e-05	12208.5	1356.5	37
"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	K00239	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"	K00240	9	0	4	4	3.45496269730295e-05	3.83884744144772e-06	13741.5	1526.83333333333	163
"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	K00241	9	0	2	1	-2.24525454000716e-05	-2.49472726667463e-06	14248.5	1583.16666666667	83
"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"	K00242	9	0	4	5	-0.000155721832322317	-1.73024258135908e-05	15003.5	1667.05555555556	487
"SEC11, sipW; signal peptidase I [EC:3.4.21.89]"	K13280	9	0	1	6	0.000210067117511918	2.33407908346575e-05	8371.5	930.166666666667	322
"selB, EEFSEC; selenocysteine-specific elongation factor"	K03833	9	0	3	5	1.98315206136746e-05	2.20350229040829e-06	12191	1354.55555555556	436
"selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"	K01008	9	0	3	3	5.07002081246803e-05	5.63335645829781e-06	13287.5	1476.38888888889	583
"senX3; two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]"	K07768	9	0	2	3	-6.57929873447122e-06	-7.31033192719025e-07	13331	1481.22222222222	455
"serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"	K00058	9	0	1	2	6.53004834102396e-05	7.2556092678044e-06	12702	1411.33333333333	532
"serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]"	K01079	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
"serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]"	K00831	9	0	0	1	1.02564102564102e-05	1.13960113960114e-06	13495	1499.44444444444	1222.5
"SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7"	K14347	9	6	0	0	0	0	4850	1616.66666666667	1530
"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5"	K14445	9	0	1	3	3.66502463054187e-05	4.07224958949097e-06	12942	1438	869.5
"slmA, ttk; TetR/AcrR family transcriptional regulator"	K05501	9	0	8	1	-0.000405612203461916	-4.50680226068795e-05	21973	2441.44444444444	1296
"smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein"	K08167	9	0	1	7	0.00020305415822054	2.25615731356156e-05	8484	942.666666666667	268
"SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"	K04565	9	0	0	1	1.6e-05	1.77777777777778e-06	13209.5	1467.72222222222	828
"SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"	K04564	9	0	5	3	-2.99611417610887e-05	-3.32901575123208e-06	14803.5	1644.83333333333	164
"SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]"	K00008	9	0	6	1	-0.000122199768893801	-1.35777520993112e-05	17676.5	1964.05555555556	808
"sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein"	K08159	9	0	2	6	9.81798373629814e-05	1.0908870818109e-05	10878.5	1208.72222222222	118
"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]"	K00303	9	0	3	6	0.000439390142924291	4.88211269915879e-05	9937.5	1104.16666666667	14
"speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]"	K01611	9	0	3	4	0.000480794419385798	5.34216021539776e-05	10657.5	1184.16666666667	23
"speE, SRM; spermidine synthase [EC:2.5.1.16]"	K00797	9	0	0	2	7.19444444444445e-05	7.99382716049383e-06	11699.5	1299.94444444444	346
"speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]"	K00657	9	1	1	0	-1.90476190476191e-05	-2.38095238095238e-06	13014	1626.75	1421.5
"spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"	K01139	9	9	0	0	0	NA	0	NA	Inf
"spoU; RNA methyltransferase, TrmH family"	K03437	9	0	1	4	0.000638354723571141	7.09283026190156e-05	10826.5	1202.94444444444	26
"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]"	K03106	9	0	2	0	-3.5047619047619e-05	-3.89417989417989e-06	15294	1699.33333333333	1413.5
"sspA, mglA; stringent starvation protein A"	K03599	9	0	3	6	0.000402076558678558	4.46751731865064e-05	9476	1052.88888888889	31
"steA, tetA46; ATP-binding cassette, subfamily B, tetracycline resistant protein"	K18216	9	0	1	7	0.00030553955997116	3.39488399967955e-05	7379.5	819.944444444444	159
"steB, tetB46; ATP-binding cassette, subfamily B, tetracycline resistant protein"	K18217	9	0	4	5	5.76511908349216e-05	6.40568787054685e-06	12875	1430.55555555556	182
"TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]"	K01868	9	0	2	4	2.67799805370011e-05	2.97555339300012e-06	11362.5	1262.5	379
"TC.AAT; amino acid transporter, AAT family"	K03293	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
"TC.AGCS; alanine or glycine:cation symporter, AGCS family"	K03310	9	0	3	1	-8.21578057491371e-05	-9.12864508323745e-06	15641	1737.88888888889	1008
"TC.APA; basic amino acid/polyamine antiporter, APA family"	K03294	9	0	1	4	3.88437644989369e-05	4.31597383321521e-06	12673.5	1408.16666666667	720
"TC.BASS; bile acid:Na+ symporter, BASS family"	K03453	9	9	0	0	0	NA	0	NA	Inf
"TC.CIC; chloride channel protein, CIC family"	K03281	9	0	4	2	4.96251858501524e-05	5.51390953890582e-06	15002	1666.88888888889	24
"TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family"	K03300	9	0	4	4	6.32030102673272e-05	7.02255669636968e-06	12964	1440.44444444444	8
"TC.CNT; concentrative nucleoside transporter, CNT family"	K03317	9	0	6	2	-0.000421354419707616	-4.68171577452907e-05	18163.5	2018.16666666667	132
"TC.CPA1; monovalent cation:H+ antiporter, CPA1 family"	K03316	9	0	3	3	-3.90088725899048e-05	-4.33431917665608e-06	14368	1596.44444444444	449.5
"TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family"	K03309	9	0	5	4	9.68830231901281e-06	1.07647803544587e-06	14419	1602.11111111111	122
"TC.DASS; divalent anion:Na+ symporter, DASS family"	K03319	9	1	0	1	3.52941176470588e-05	4.41176470588235e-06	11360.5	1420.0625	769
